,dt,sstlat,tid,clat,clon,psmin,rp,dp,zp,exppr
1799,0007-11-30 00:00:00,10.0,2460403,-8.635693,69.54269,,,,,
1800,0007-12-01 00:00:00,10.0,2460860,10.149459,232.29266,1012.7209364029,183925.25951557094,530.7404844290659,6000.0,1.0755294117647058
1801,0007-12-02 00:00:00,10.0,2461358,12.438268,69.0,1008.9828201908999,176800.00000000003,572.484429065744,9559.322033898305,1.0755294117647058
1802,0007-12-03 00:00:00,9.5,2461898,-8.243727,87.75,,,,,
1803,0007-12-03 00:00:00,9.5,2461900,9.736894,87.0,1010.2297044626,138494.11764705883,488.9965397923876,6000.0,1.0755294117647058
1804,0007-12-03 00:00:00,9.5,2461964,11.982115,72.54268,1007.6013645415,229082.35294117648,851.0449826989619,10576.271186440677,1.0755294117647058
1805,0007-12-04 00:00:00,9.5,2462474,12.681066,324.0,1005.9163071858999,138494.11764705883,1150.477508650519,8203.389830508475,1.0755294117647058
1806,0007-12-04 00:00:00,9.5,2462537,8.218343,117.0,1009.4038042519,242023.5294117647,488.9965397923876,6000.0,1.0755294117647058
1807,0007-12-06 00:00:00,9.5,2463461,14.715937,117.542773,1008.2010838319001,241505.8823529412,955.4048442906574,9050.847457627118,1.0755294117647058
1808,0007-12-07 00:00:00,-9.5,2463989,11.453471,88.5,,,,,
1809,0007-12-07 00:00:00,-9.5,2463991,13.676337,65.25,,,,,
1810,0007-12-07 00:00:00,-9.5,2463993,14.690905,109.5,,,,,
1811,0007-12-08 00:00:00,-9.5,2464428,-11.936153,174.0,1011.4886957632,86729.41176470589,530.7404844290659,12101.694915254237,1.0755294117647058
1812,0007-12-09 00:00:00,-9.5,2464921,15.433743,83.04269,,,,,
1813,0007-12-09 00:00:00,-9.5,2464923,-11.641001,165.75,1013.8333821946,86729.41176470589,468.1245674740485,10576.271186440677,1.0755294117647058
1814,0007-12-10 00:00:00,-9.0,2465881,12.108145,71.457264,,,,,
1815,0007-12-10 00:00:00,-9.0,2465883,12.563267,53.25,,,,,
1816,0007-12-11 00:00:00,-10.0,2466944,-18.838035,74.457237,1013.3290726778,125035.29411764706,614.2283737024222,7355.932203389831,1.0755294117647058
1817,0007-12-11 00:00:00,-10.0,2467007,13.666264,51.54262,,,,,
1818,0007-12-12 00:00:00,-9.5,2489023,7.24021,74.792698,,,,,
1819,0007-12-12 00:00:00,-9.5,2489025,15.236497,49.5,,,,,
1820,0007-12-13 00:00:00,-9.5,2498226,16.562215,46.5,,,,,
1821,0007-12-16 00:00:00,-10.0,2501205,-5.552778,32.042719,1013.6999550913001,81979.23875432526,405.50865051903116,7016.949152542373,1.0755294117647058
1822,0007-12-16 00:00:00,-10.0,2501264,24.044095,45.0,,,,,
1823,0007-12-16 00:00:00,-10.0,2501266,11.000111,141.0,,,,,
1824,0007-12-17 00:00:00,-10.5,2501727,-11.207561,275.042713,1009.3037318979,112094.11764705881,635.1003460207614,8203.389830508475,1.0755294117647058
1825,0007-12-18 00:00:00,-10.5,2502225,20.579936,12.0,,,,,
1826,0007-12-18 00:00:00,-10.5,2502227,10.423643,289.5,,,,,
1827,0007-12-19 00:00:00,-10.5,2502673,12.137857,276.207303,,,,,
1828,0007-12-20 00:00:00,-10.5,2503087,-7.050496,339.957282,1012.3316878666999,86211.76470588235,614.2283737024222,8542.372881355932,1.0755294117647058
1829,0007-12-21 00:00:00,-10.5,2503573,5.857814,347.457288,,,,,
1830,0007-12-21 00:00:00,-10.5,2503576,-10.246646,102.75,1012.4080680577999,112611.76470588236,530.7404844290659,8372.881355932204,1.0755294117647058
1831,0007-12-21 00:00:00,-10.5,2503635,10.033617,155.042679,,,,,
1832,0007-12-23 00:00:00,-10.5,2504496,-8.036588,182.25,1010.6258513438,73270.58823529411,509.86851211072667,6000.0,1.0755294117647058
1833,0007-12-23 00:00:00,-10.5,2504557,11.673652,162.75,,,,,
1834,0007-12-24 00:00:00,-11.0,2505006,13.24523,139.292618,,,,,
1835,0007-12-25 00:00:00,-11.0,2505450,9.073105,198.207309,,,,,
1836,0007-12-26 00:00:00,-11.0,2505916,12.927584,51.75,,,,,
1837,0007-12-26 00:00:00,-11.0,2505918,15.957567,129.957418,,,,,
1838,0007-12-26 00:00:00,-11.0,2505920,-13.189061,200.457331,1008.971772566,86211.76470588235,593.3564013840831,10745.762711864407,1.0755294117647058
1839,0007-12-26 00:00:00,-11.0,2505982,14.726591,143.042611,,,,,
1840,0007-12-27 00:00:00,-11.0,2506400,13.629741,46.292603,,,,,
1841,0007-12-27 00:00:00,-11.0,2506402,9.032394,144.542672,,,,,
1842,0007-12-27 00:00:00,-11.0,2506404,10.66341,185.25,,,,,
1843,0007-12-27 00:00:00,-11.0,2506406,14.604318,202.5,,,,,
