,dt,sstlat,sstval,tid,clat,clon,psamb,dp [hPa],rmw_target,rmw_final,rp
37,0005-04-07 00:00:00,-11.5,308.0,1361219,-21.815938,334.0681533033105,102154.81605451627,1512.5259515570935,,,73270.58823529411
38,0005-04-09 00:00:00,-11.5,307.99,1377499,-6.247013,133.55266712164507,101823.51681185693,1470.7820069204151,,,190258.82352941178
39,0005-04-10 00:00:00,-11.5,308.0,1379668,-16.362562,16.051525817469763,101481.57325012561,767.5570934256054,,,221957.09342560556
40,0005-04-11 00:00:00,-11.5,308.01,1380626,-26.513682,45.73132475202136,102109.5974156965,1470.7820069204151,,,86729.41176470589
41,0005-04-12 00:00:00,-12.0,308.0,1387477,-17.153217,155.91995320878306,102056.05080206695,572.484429065744,,,164376.47058823527
42,0005-04-14 00:00:00,-11.5,308.0,1390541,-14.715937,254.81504565630854,101419.707258869,551.612456747405,,,164376.47058823527
43,0005-04-15 00:00:00,-11.5,308.01,1391514,-8.989486,270.0886630964883,101452.92317506566,809.3010380622837,,,280847.05882352946
44,0005-04-16 00:00:00,-11.5,307.98,1394150,-13.495543,44.528023263117404,101646.35565696414,892.7889273356401,,,267905.8823529412
45,0005-04-17 00:00:00,-11.5,307.98,1403383,-9.965084,175.16842273357463,101633.14742615765,530.7404844290659,,,267388.23529411765
46,0005-04-20 00:00:00,-11.5,307.99,1408410,-21.782695,220.29701606839294,102206.7783449395,488.9965397923876,,,242023.5294117647
47,0005-04-21 00:00:00,-11.0,308.03,1411725,-14.805842,357.19962693508825,101693.22460636639,1470.7820069204151,,,216141.17647058822
48,0005-04-22 00:00:00,-11.0,308.03,1413045,-22.187585,186.5030756358891,102088.34815692881,655.9723183391004,,,125035.29411764706
49,0005-04-24 00:00:00,-11.0,308.03,1434152,-11.323829,271.49970560698875,101654.64820119046,830.1730103806228,,,229082.35294117648
50,0005-04-25 00:00:00,-11.0,308.0,1440142,-19.141662,153.28321861429566,102130.18964618785,725.8131487889273,,,203200.0
51,0005-04-26 00:00:00,-11.5,307.97,1448723,-6.522713,161.37015928582065,101709.30505167987,788.4290657439446,,,177317.64705882352
52,0005-04-29 00:00:00,-11.5,307.95,1456665,-14.07124,330.1094640606953,101721.3981643248,447.2525951557094,,,242023.5294117647
53,0005-05-01 00:00:00,-11.0,307.89,1460357,-11.142127,249.22164558603185,101465.59375076974,809.3010380622837,,,306729.4117647059
54,0005-05-02 00:00:00,-11.0,307.85,1463298,-8.978892,284.72492850269543,101563.32941400276,788.4290657439446,,,73270.58823529411
55,0005-05-04 00:00:00,-10.5,307.79,1465387,-20.588282,204.4746201326395,101862.01472912251,788.4290657439446,,,164376.47058823527
56,0005-05-05 00:00:00,-10.5,307.75,1466279,-14.877387,326.6951209581004,102146.03933245293,509.86851211072667,,,99152.94117647059
57,0005-05-07 00:00:00,-10.5,307.74,1473810,-18.918816,299.4617151394486,102115.42038434466,2494.311418685121,,,138494.11764705883
58,0005-05-08 00:00:00,-10.5,307.71,1474715,-11.675248,158.3273378895667,101885.75431733298,2041.5501730103808,,,306729.4117647059
59,0005-05-09 00:00:00,-10.0,307.67,1479782,-18.64497,191.97381120862985,101836.00309650721,1512.5259515570935,,,254447.05882352943
60,0005-05-10 00:00:00,-10.0,307.65,1480760,-17.911482,80.79272359674006,101948.2856940287,676.8442906574396,,,280847.05882352946
61,0005-05-11 00:00:00,-10.0,307.66,1491506,-18.445813,305.6748992869228,102132.03113509274,572.484429065744,,,306729.4117647059
62,0005-05-12 00:00:00,-10.0,307.63,1495994,-14.07124,308.74785633625055,101737.40277695458,1192.2214532871972,,,203200.0
63,0005-05-14 00:00:00,-10.0,307.61,1498874,-20.590176,147.81768945331442,102382.74713956272,1129.6055363321798,,,306729.4117647059
64,0005-05-15 00:00:00,-10.0,307.61,1499996,-16.4993,12.555553756000265,102050.65376929172,468.1245674740485,,,190258.82352941178
65,0005-05-16 00:00:00,-10.0,307.58,1504191,-8.036588,314.80106429563733,101616.25269800292,997.1487889273357,,,99152.94117647059
66,0005-05-17 00:00:00,-10.0,307.59,1511436,-19.619891,213.39615455521732,101937.56950816394,913.6608996539792,,,138494.11764705883
67,0005-05-19 00:00:00,-10.0,307.57,1513528,-18.948149,319.8952871317483,102332.97461327793,809.3010380622837,,,112611.76470588236
68,0005-05-20 00:00:00,-10.0,307.55,1523998,-6.59969,27.458982513141,101682.51052574923,788.4290657439446,,,306729.4117647059
69,0005-05-21 00:00:00,-9.5,307.52,1530666,-21.750172,143.87536392388748,102535.3179553906,614.2283737024222,,,280847.05882352946
70,0005-05-22 00:00:00,-9.5,307.47,1533580,-20.323268,233.22504612432667,102427.55917862788,1317.453287197232,,,162001.38408304498
71,0005-05-23 00:00:00,-10.0,307.41,1534759,-11.518895,174.7012994903866,101864.1803172723,468.1245674740485,,,228564.70588235295
72,0005-05-27 00:00:00,-9.5,307.35,1540093,-18.786709,181.29699722862918,102296.87059511109,335.66782006920425,,,150917.64705882352
73,0005-05-29 00:00:00,-9.5,307.32,1545171,-14.820667,117.03192196565236,101853.530966028,788.4290657439446,,,86211.76470588235
74,0005-05-30 00:00:00,-10.0,307.32,1546100,-12.810437,142.12330799963746,101845.43848677742,830.1730103806228,,,202682.35294117648
75,0005-06-02 00:00:00,9.5,307.27,1549395,17.181724,212.84896540801935,101799.61101193979,1108.7335640138408,,,293270.5882352941
76,0005-06-03 00:00:00,10.0,307.29,1550298,17.181724,212.84896540801935,101775.78745876034,1791.0865051903115,,,151435.29411764705
77,0005-06-04 00:00:00,10.0,307.37,1551302,17.439081,69.43477814137401,101841.64917690767,955.4048442906574,,,220373.70242214535
78,0005-06-06 00:00:00,10.0,307.43,1555857,15.115114,122.25233841855514,101737.96046282694,1129.6055363321798,,,125552.94117647059
79,0005-06-08 00:00:00,10.0,307.49,1559371,18.294028,135.53482201389164,101952.21682219741,788.4290657439446,,,228564.70588235295
80,0005-06-09 00:00:00,10.5,307.53,1560283,13.741488,191.4090942465077,101769.93385410776,1978.9342560553634,,,138768.1660899654
81,0005-06-10 00:00:00,10.5,307.55,1561204,11.448694,119.13603641273312,101798.79317345383,384.636678200692,,,267388.23529411765
82,0005-06-11 00:00:00,10.5,307.52,1566084,19.629031,357.3973172886202,101980.45662032918,892.7889273356401,,,125035.29411764706
83,0005-06-13 00:00:00,10.5,307.54,1570013,16.66855,330.6763649859572,101943.5649163359,614.2283737024222,,,73270.58823529411
84,0005-06-14 00:00:00,10.5,307.57,1571790,20.957933,207.56753592165518,101909.11452645287,955.4048442906574,,,293270.5882352941
85,0005-06-16 00:00:00,10.5,307.54,1573586,16.391788,128.36264896849084,101738.94243972751,1811.9584775086505,,,293270.5882352941
86,0005-06-17 00:00:00,10.5,307.53,1579302,14.860584,285.6984492219491,101843.59212953218,1150.477508650519,,,216141.17647058822
87,0005-06-19 00:00:00,10.5,307.57,1584831,17.731301,31.84293521212874,101850.05982108618,1275.7093425605535,,,306729.4117647059
88,0005-06-20 00:00:00,11.0,307.6,1587180,6.397222,314.78765698469056,101817.66785773337,851.0449826989619,,,280329.4117647059
89,0005-06-22 00:00:00,11.0,307.63,1596148,15.703847,115.93784480846664,101647.28547812061,851.0449826989619,,,99670.58823529413
90,0005-06-24 00:00:00,11.0,307.61,1598835,20.501623,222.98610395980188,101933.44386091217,767.5570934256054,,,293270.5882352941
91,0005-06-28 00:00:00,11.5,307.68,1603779,16.882378,6.133364637410269,101755.54497519268,509.86851211072667,,,99670.58823529413
92,0005-06-30 00:00:00,11.5,307.72,1605659,22.12476,229.22614625218728,101947.31876059962,509.86851211072667,,,221957.09342560556
93,0005-07-01 00:00:00,11.5,307.72,1608420,20.077762,181.21883332585233,101861.82765208991,809.3010380622837,,,73270.58823529411
94,0005-07-02 00:00:00,12.0,307.72,1613088,19.268086,37.12270730463181,101853.07109566318,809.3010380622837,,,173359.169550173
95,0005-07-04 00:00:00,12.0,307.75,1616233,11.730947,122.49421484404454,101651.86391837805,976.2768166089966,,,254447.05882352943
96,0005-07-06 00:00:00,12.0,307.74,1622262,10.303742,291.7273102749782,101744.96746298202,767.5570934256054,,,254964.70588235295
97,0005-07-07 00:00:00,12.5,307.75,1623322,17.190924,199.4798446868765,101579.04870291856,1129.6055363321798,,,151709.34256055363
98,0005-07-10 00:00:00,13.0,307.75,1627285,9.223252,181.94604709126617,101761.9126492977,892.7889273356401,,,306729.4117647059
99,0005-07-11 00:00:00,13.0,307.71,1630365,24.512661,299.06353548026857,102306.8421326153,572.484429065744,,,80395.84775086505
100,0005-07-12 00:00:00,12.5,307.71,1633004,28.139098,2.2382708682976933,102332.7735915919,788.4290657439446,,,293270.5882352941
101,0005-07-13 00:00:00,12.5,307.76,1635493,17.664842,288.0023474370677,101761.80362494668,468.1245674740485,,,99670.58823529413
102,0005-07-14 00:00:00,12.5,307.77,1636453,18.257476,190.92592598352542,101593.67680335122,1018.0207612456747,,,86729.41176470589
103,0005-07-15 00:00:00,12.5,307.77,1637493,18.693668,70.88980017031783,101547.14913214691,1108.7335640138408,,,293788.2352941177
104,0005-07-18 00:00:00,13.5,307.77,1644209,22.367942,118.11719233241055,101755.69689534979,572.484429065744,,,254964.70588235295
105,0005-07-20 00:00:00,13.5,307.72,1645947,14.990679,159.77986374200805,101898.25012081218,530.7404844290659,,,120011.07266435986
106,0005-07-22 00:00:00,13.5,307.71,1647990,14.996354,207.79691498800378,101586.10766983645,913.6608996539792,,,276888.58131487895
107,0005-07-23 00:00:00,13.5,307.66,1648866,14.860584,69.86693875492254,101731.45088261874,830.1730103806228,,,95712.1107266436
108,0005-07-24 00:00:00,13.0,307.7,1649805,14.791495,306.05372034909493,101548.05321373163,1470.7820069204151,,,189741.17647058825
109,0005-07-25 00:00:00,13.0,307.71,1650754,27.911936,217.7983642051132,102346.8259736445,614.2283737024222,,,254964.70588235295
110,0005-07-27 00:00:00,13.0,307.69,1652853,13.090574,84.02168120620296,101637.95594105842,913.6608996539792,,,86211.76470588235
