,dt,ncol,lon,lat,pres,wspd,year,month,day,hour,mdstr,doy,stmnum,isgen,islys,unseed_pt,istouched,tgt_hemi,righthemi,us_elig
0,2005-02-01 18:00:00,209842.0,71.457273,9.966129,101552.5,14.64686,2005.0,2.0,1.0,18.0,2-1,32.0,0,True,False,False,0,,False,False
1,2005-02-02 00:00:00,,,,,,,,,,,,0,False,False,False,0,,False,False
2,2005-02-02 06:00:00,,,,,,,,,,,,0,False,False,False,0,,False,False
3,2005-02-02 12:00:00,205570.0,75.957286,6.751337,101035.6,25.76121,2005.0,2.0,2.0,12.0,2-2,33.0,0,False,False,False,0,,False,False
4,2005-02-02 18:00:00,,,,,,,,,,,,0,False,False,False,0,,False,False
5,2005-02-03 00:00:00,208835.0,77.792695,9.533634,101094.9,22.79794,2005.0,2.0,3.0,0.0,2-3,34.0,0,False,False,False,0,,False,False
6,2005-02-03 06:00:00,206610.0,72.75,7.685392,101170.8,21.19736,2005.0,2.0,3.0,6.0,2-3,34.0,0,False,False,False,0,,False,False
7,2005-02-03 12:00:00,206592.0,71.25,7.621062,100722.0,27.35033,2005.0,2.0,3.0,12.0,2-3,34.0,0,False,False,False,0,,False,False
8,2005-02-03 18:00:00,207659.0,70.292693,7.968517,101161.8,19.71932,2005.0,2.0,3.0,18.0,2-3,34.0,0,False,False,False,0,,False,False
9,2005-02-04 00:00:00,207648.0,69.0,8.411072,101105.7,19.78078,2005.0,2.0,4.0,0.0,2-4,35.0,0,False,False,False,0,,False,False
10,2005-02-04 06:00:00,208704.0,67.5,8.517165,101176.2,20.9236,2005.0,2.0,4.0,6.0,2-4,35.0,0,False,False,False,0,,False,False
11,2005-02-04 12:00:00,208696.0,66.207273,8.744831,101080.8,20.50986,2005.0,2.0,4.0,12.0,2-4,35.0,0,False,False,False,0,,False,False
12,2005-02-04 18:00:00,208678.0,64.707272,8.642491,101267.8,19.78427,2005.0,2.0,4.0,18.0,2-4,35.0,0,False,False,False,0,,False,False
13,2005-02-05 00:00:00,,,,,,,,,,,,0,False,False,False,0,,False,False
14,2005-02-05 06:00:00,208638.0,61.5,8.587263,101165.1,21.72962,2005.0,2.0,5.0,6.0,2-5,36.0,0,False,True,False,0,,False,False
15,2005-02-02 12:00:00,463450.0,282.542712,5.857814,101167.2,20.98185,2005.0,2.0,2.0,12.0,2-2,33.0,1,True,False,False,0,,False,False
16,2005-02-02 18:00:00,463421.0,280.5,5.696357,101153.1,22.36407,2005.0,2.0,2.0,18.0,2-2,33.0,1,False,False,False,0,,False,False
17,2005-02-03 00:00:00,464475.0,278.457296,6.140316,101266.8,24.24234,2005.0,2.0,3.0,0.0,2-3,34.0,1,False,False,False,0,,False,False
18,2005-02-03 06:00:00,464451.0,276.207296,6.504681,101252.9,21.22323,2005.0,2.0,3.0,6.0,2-3,34.0,1,False,False,False,0,,False,False
19,2005-02-03 12:00:00,464426.0,274.5,6.522713,100174.8,32.56725,2005.0,2.0,3.0,12.0,2-3,34.0,1,False,False,False,0,,False,False
20,2005-02-03 18:00:00,465480.0,272.457294,6.950959,100728.1,31.61507,2005.0,2.0,3.0,18.0,2-3,34.0,1,False,False,False,0,,False,False
21,2005-02-04 00:00:00,465461.0,270.75,7.499365,100484.1,27.82991,2005.0,2.0,4.0,0.0,2-4,35.0,1,False,False,False,0,,False,False
22,2005-02-04 06:00:00,465443.0,269.25,7.499365,100437.6,28.25638,2005.0,2.0,4.0,6.0,2-4,35.0,1,False,False,False,0,,False,False
23,2005-02-04 12:00:00,465424.0,267.542705,7.493182,100994.7,24.80472,2005.0,2.0,4.0,12.0,2-4,35.0,1,False,False,False,0,,False,False
24,2005-02-04 18:00:00,466476.0,265.70729,7.685932,100830.2,31.48344,2005.0,2.0,4.0,18.0,2-4,35.0,1,False,False,False,0,,False,False
25,2005-02-05 00:00:00,466458.0,264.20729,7.668408,100830.9,25.89256,2005.0,2.0,5.0,0.0,2-5,36.0,1,False,False,False,0,,False,False
26,2005-02-05 06:00:00,466432.0,262.292702,7.638497,101166.8,21.65755,2005.0,2.0,5.0,6.0,2-5,36.0,1,False,False,False,0,,False,False
27,2005-02-05 12:00:00,466416.0,260.457287,7.932848,101202.3,24.30562,2005.0,2.0,5.0,12.0,2-5,36.0,1,False,False,False,0,,False,False
28,2005-02-05 18:00:00,466390.0,258.542699,7.884486,101109.2,25.0692,2005.0,2.0,5.0,18.0,2-5,36.0,1,False,False,False,0,,False,False
29,2005-02-06 00:00:00,466375.0,257.042698,8.042718,100881.8,23.06633,2005.0,2.0,6.0,0.0,2-6,37.0,1,False,False,False,0,,False,False
30,2005-02-06 06:00:00,466357.0,255.542697,7.992185,101042.9,24.42832,2005.0,2.0,6.0,6.0,2-6,37.0,1,False,False,False,0,,False,False
31,2005-02-06 12:00:00,467410.0,254.042696,8.135876,100927.6,27.14569,2005.0,2.0,6.0,12.0,2-6,37.0,1,False,False,False,0,,False,False
32,2005-02-06 18:00:00,467390.0,252.0,8.566207,100948.1,27.56673,2005.0,2.0,6.0,18.0,2-6,37.0,1,False,False,False,0,,False,False
33,2005-02-07 00:00:00,468442.0,250.292691,8.676489,100891.9,27.69332,2005.0,2.0,7.0,0.0,2-7,38.0,1,False,True,False,0,,False,False
34,2005-02-05 12:00:00,431905.0,257.042673,-15.899099,101277.7,14.99112,2005.0,2.0,5.0,12.0,2-5,36.0,2,True,False,False,1,,False,False
35,2005-02-05 18:00:00,430829.0,257.25,-16.646018,101206.0,14.7058,2005.0,2.0,5.0,18.0,2-5,36.0,2,False,False,False,1,,False,False
36,2005-02-06 00:00:00,429762.0,257.457256,-17.065163,101249.7,12.8402,2005.0,2.0,6.0,0.0,2-6,37.0,2,False,False,False,1,,False,False
37,2005-02-06 06:00:00,,,,,,,,,,,,2,False,False,False,1,,False,False
38,2005-02-06 12:00:00,428676.0,256.70725,-17.750511,101288.2,13.79853,2005.0,2.0,6.0,12.0,2-6,37.0,2,False,False,False,1,,False,False
39,2005-02-06 18:00:00,,,,,,,,,,,,2,False,False,False,1,,False,False
40,2005-02-07 00:00:00,429755.0,257.25,-17.052122,101258.5,13.78718,2005.0,2.0,7.0,0.0,2-7,38.0,2,False,False,False,1,,False,False
41,2005-02-07 06:00:00,429767.0,258.0,-16.894737,101232.1,15.49434,2005.0,2.0,7.0,6.0,2-7,38.0,2,False,False,False,1,,False,False
42,2005-02-07 12:00:00,430870.0,260.04268,-16.264688,100904.9,27.79506,2005.0,2.0,7.0,12.0,2-7,38.0,2,False,False,False,1,,False,False
43,2005-02-07 18:00:00,429789.0,259.707262,-17.193069,101066.3,17.294,2005.0,2.0,7.0,18.0,2-7,38.0,2,False,False,False,1,,False,False
44,2005-02-08 00:00:00,429785.0,259.5,-16.97789,101014.0,19.35265,2005.0,2.0,8.0,0.0,2-8,39.0,2,False,False,True,1,,False,False
45,2005-02-08 06:00:00,,,,,,,,,,,,2,False,False,False,1,,False,False
46,2005-02-08 12:00:00,429821.0,262.5,-17.111077,101384.5,12.93557,2005.0,2.0,8.0,12.0,2-8,39.0,2,False,True,False,1,,False,False
47,2005-02-05 18:00:00,471246.0,303.957327,9.194878,101193.1,24.18749,2005.0,2.0,5.0,18.0,2-5,36.0,3,True,False,False,0,,False,False
48,2005-02-06 00:00:00,470144.0,302.25,8.731549,101198.8,22.88893,2005.0,2.0,6.0,0.0,2-6,37.0,3,False,False,False,0,,False,False
49,2005-02-06 06:00:00,470122.0,300.542733,8.598064,101268.1,18.27735,2005.0,2.0,6.0,6.0,2-6,37.0,3,False,False,False,0,,False,False
50,2005-02-06 12:00:00,,,,,,,,,,,,3,False,False,False,0,,False,False
51,2005-02-06 18:00:00,470092.0,297.542734,9.332226,101302.2,21.18794,2005.0,2.0,6.0,18.0,2-6,37.0,3,False,False,False,0,,False,False
52,2005-02-07 00:00:00,471148.0,296.042736,9.945174,101226.2,24.77884,2005.0,2.0,7.0,0.0,2-7,38.0,3,False,False,False,0,,False,False
53,2005-02-07 06:00:00,471134.0,294.75,10.239539,101125.9,22.49064,2005.0,2.0,7.0,6.0,2-7,38.0,3,False,False,False,0,,False,False
54,2005-02-07 12:00:00,472280.0,300.75,10.172159,101557.0,16.23281,2005.0,2.0,7.0,12.0,2-7,38.0,3,False,False,False,0,,False,False
55,2005-02-07 18:00:00,,,,,,,,,,,,3,False,False,False,0,,False,False
56,2005-02-08 00:00:00,474405.0,297.957337,11.787621,101485.0,23.77252,2005.0,2.0,8.0,0.0,2-8,39.0,3,False,False,False,0,,False,False
57,2005-02-08 06:00:00,475461.0,296.457338,12.318016,101541.8,18.13807,2005.0,2.0,8.0,6.0,2-8,39.0,3,False,False,False,0,,False,False
58,2005-02-08 12:00:00,,,,,,,,,,,,3,False,False,False,0,,False,False
59,2005-02-08 18:00:00,477580.0,293.792757,13.967705,101595.2,18.78398,2005.0,2.0,8.0,18.0,2-8,39.0,3,False,True,False,0,,False,False
60,2005-02-07 06:00:00,336203.0,221.792724,5.605906,101071.2,22.7757,2005.0,2.0,7.0,6.0,2-7,38.0,4,True,False,False,0,,False,False
61,2005-02-07 12:00:00,336169.0,219.207307,5.401624,100796.8,26.26255,2005.0,2.0,7.0,12.0,2-7,38.0,4,False,False,False,0,,False,False
62,2005-02-07 18:00:00,339402.0,219.0,7.179927,101254.4,21.91391,2005.0,2.0,7.0,18.0,2-7,38.0,4,False,False,False,0,,False,False
63,2005-02-08 00:00:00,,,,,,,,,,,,4,False,False,False,0,,False,False
64,2005-02-08 06:00:00,340435.0,214.707321,8.212408,101309.5,21.45816,2005.0,2.0,8.0,6.0,2-8,39.0,4,False,False,False,0,,False,False
65,2005-02-08 12:00:00,339335.0,212.792733,8.219384,101211.4,20.56178,2005.0,2.0,8.0,12.0,2-8,39.0,4,False,False,False,0,,False,False
66,2005-02-08 18:00:00,339319.0,211.707316,7.851733,101410.1,17.52598,2005.0,2.0,8.0,18.0,2-8,39.0,4,False,False,False,0,,False,False
67,2005-02-09 00:00:00,339303.0,210.75,7.930664,101287.6,16.07447,2005.0,2.0,9.0,0.0,2-9,40.0,4,False,False,False,0,,False,False
68,2005-02-09 06:00:00,339300.0,210.0,8.464094,101429.0,17.78629,2005.0,2.0,9.0,6.0,2-9,40.0,4,False,False,False,0,,False,False
69,2005-02-09 12:00:00,339282.0,208.5,8.587263,101402.7,16.36143,2005.0,2.0,9.0,12.0,2-9,40.0,4,False,False,False,0,,False,False
70,2005-02-09 18:00:00,339271.0,207.207316,8.688699,101545.2,14.98831,2005.0,2.0,9.0,18.0,2-9,40.0,4,False,False,False,0,,False,False
71,2005-02-10 00:00:00,343642.0,211.707335,10.717735,101353.6,21.82049,2005.0,2.0,10.0,0.0,2-10,41.0,4,False,True,False,0,,False,False
72,2005-02-08 00:00:00,210619.0,46.707259,7.836316,101342.3,16.89839,2005.0,2.0,8.0,0.0,2-8,39.0,5,True,False,False,0,,False,False
73,2005-02-08 06:00:00,,,,,,,,,,,,5,False,False,False,0,,False,False
74,2005-02-08 12:00:00,82646.0,43.292749,8.640762,101253.3,19.24422,2005.0,2.0,8.0,12.0,2-8,39.0,5,False,False,False,0,,False,False
75,2005-02-08 18:00:00,83707.0,41.457337,9.209731,101270.0,23.59456,2005.0,2.0,8.0,18.0,2-8,39.0,5,False,False,False,0,,False,False
76,2005-02-09 00:00:00,84764.0,39.542756,10.061345,101328.1,20.30267,2005.0,2.0,9.0,0.0,2-9,40.0,5,False,False,False,0,,False,False
77,2005-02-09 06:00:00,85819.0,36.957347,11.029007,101429.0,23.04119,2005.0,2.0,9.0,6.0,2-9,40.0,5,False,False,False,0,,False,False
78,2005-02-09 12:00:00,85796.0,35.042762,11.573106,100247.9,42.43535,2005.0,2.0,9.0,12.0,2-9,40.0,5,False,False,False,0,,False,False
79,2005-02-09 18:00:00,86853.0,33.0,12.48797,100823.8,27.73765,2005.0,2.0,9.0,18.0,2-9,40.0,5,False,False,False,0,,False,False
80,2005-02-10 00:00:00,86838.0,31.5,12.869165,100727.6,29.71878,2005.0,2.0,10.0,0.0,2-10,41.0,5,False,False,False,0,,False,False
81,2005-02-10 06:00:00,86816.0,29.792763,12.907802,100859.6,31.19143,2005.0,2.0,10.0,6.0,2-10,41.0,5,False,False,False,0,,False,False
82,2005-02-10 12:00:00,86795.0,28.292759,12.790721,101115.3,24.49977,2005.0,2.0,10.0,12.0,2-10,41.0,5,False,False,False,0,,False,False
83,2005-02-10 18:00:00,85697.0,26.792754,12.585963,101108.2,25.5698,2005.0,2.0,10.0,18.0,2-10,41.0,5,False,True,False,0,,False,False
84,2005-02-08 18:00:00,470370.0,231.207259,8.383743,101379.3,22.20897,2005.0,2.0,8.0,18.0,2-8,39.0,6,True,False,False,0,,False,False
85,2005-02-09 00:00:00,470349.0,228.957255,8.532092,100862.3,31.97802,2005.0,2.0,9.0,0.0,2-9,40.0,6,False,False,False,0,,False,False
86,2005-02-09 06:00:00,473542.0,226.292654,9.691861,101421.0,26.98236,2005.0,2.0,9.0,6.0,2-9,40.0,6,False,False,False,0,,False,False
87,2005-02-09 12:00:00,345945.0,224.25,9.910413,101008.4,23.94199,2005.0,2.0,9.0,12.0,2-9,40.0,6,False,False,False,0,,False,False
88,2005-02-09 18:00:00,345927.0,222.75,10.154601,101221.7,25.68734,2005.0,2.0,9.0,18.0,2-9,40.0,6,False,False,False,0,,False,False
89,2005-02-10 00:00:00,345920.0,221.792766,10.563314,101249.6,18.75857,2005.0,2.0,10.0,0.0,2-10,41.0,6,False,False,False,0,,False,False
90,2005-02-10 06:00:00,346980.0,220.5,11.092304,101442.0,21.0236,2005.0,2.0,10.0,6.0,2-10,41.0,6,False,False,False,0,,False,False
91,2005-02-10 12:00:00,346970.0,219.542769,11.245051,101370.2,21.40346,2005.0,2.0,10.0,12.0,2-10,41.0,6,False,False,False,0,,False,False
92,2005-02-10 18:00:00,346955.0,218.042771,11.748635,101201.9,28.40648,2005.0,2.0,10.0,18.0,2-10,41.0,6,False,False,False,0,,False,False
93,2005-02-11 00:00:00,,,,,,,,,,,,6,False,False,False,0,,False,False
94,2005-02-11 06:00:00,,,,,,,,,,,,6,False,False,False,0,,False,False
95,2005-02-11 12:00:00,345831.0,214.5,11.647389,101258.5,23.87313,2005.0,2.0,11.0,12.0,2-11,42.0,6,False,True,False,0,,False,False
96,2005-02-10 06:00:00,467223.0,237.957272,7.469689,101475.7,22.41142,2005.0,2.0,10.0,6.0,2-10,41.0,7,True,False,False,0,,False,False
97,2005-02-10 12:00:00,,,,,,,,,,,,7,False,False,False,0,,False,False
98,2005-02-10 18:00:00,,,,,,,,,,,,7,False,False,False,0,,False,False
99,2005-02-11 00:00:00,470412.0,234.207257,9.165421,101297.5,18.52404,2005.0,2.0,11.0,0.0,2-11,42.0,7,False,False,False,0,,False,False
100,2005-02-11 06:00:00,470460.0,238.707263,9.178428,101666.9,13.32948,2005.0,2.0,11.0,6.0,2-11,42.0,7,False,False,False,0,,False,False
101,2005-02-11 12:00:00,470446.0,237.542674,9.351025,101381.5,24.0778,2005.0,2.0,11.0,12.0,2-11,42.0,7,False,False,False,0,,False,False
102,2005-02-11 18:00:00,,,,,,,,,,,,7,False,False,False,0,,False,False
103,2005-02-12 00:00:00,471497.0,235.5,9.762795,101427.1,17.24668,2005.0,2.0,12.0,0.0,2-12,43.0,7,False,False,False,0,,False,False
104,2005-02-12 06:00:00,471489.0,234.207252,9.782345,101558.8,22.55779,2005.0,2.0,12.0,6.0,2-12,43.0,7,False,False,False,0,,False,False
105,2005-02-12 12:00:00,472538.0,232.5,10.00989,101422.2,18.5993,2005.0,2.0,12.0,12.0,2-12,43.0,7,False,False,False,0,,False,False
106,2005-02-12 18:00:00,473594.0,231.0,10.13796,101639.8,16.99455,2005.0,2.0,12.0,18.0,2-12,43.0,7,False,False,False,0,,False,False
107,2005-02-13 00:00:00,473582.0,229.5,10.345835,101488.7,15.69681,2005.0,2.0,13.0,0.0,2-13,44.0,7,False,False,False,0,,False,False
108,2005-02-13 06:00:00,474638.0,228.0,10.529861,101436.7,23.06098,2005.0,2.0,13.0,6.0,2-13,44.0,7,False,False,False,0,,False,False
109,2005-02-13 12:00:00,475707.0,226.707225,11.035826,101399.4,21.80972,2005.0,2.0,13.0,12.0,2-13,44.0,7,False,False,False,0,,False,False
110,2005-02-13 18:00:00,348117.0,225.0,11.126317,101594.3,20.06067,2005.0,2.0,13.0,18.0,2-13,44.0,7,False,False,False,0,,False,False
111,2005-02-14 00:00:00,348106.0,223.707366,11.368078,101394.5,18.55791,2005.0,2.0,14.0,0.0,2-14,45.0,7,False,False,False,0,,False,False
112,2005-02-14 06:00:00,348078.0,222.0,11.420778,101619.4,20.76134,2005.0,2.0,14.0,6.0,2-14,45.0,7,False,False,False,0,,False,False
113,2005-02-14 12:00:00,346983.0,220.5,11.354403,101482.9,20.80547,2005.0,2.0,14.0,12.0,2-14,45.0,7,False,False,False,0,,False,False
114,2005-02-14 18:00:00,345888.0,219.0,11.164963,101656.8,20.99016,2005.0,2.0,14.0,18.0,2-14,45.0,7,False,True,False,0,,False,False
115,2005-02-10 12:00:00,338587.0,150.207269,8.48146,101654.6,17.74309,2005.0,2.0,10.0,12.0,2-10,41.0,8,True,False,False,0,,False,False
116,2005-02-10 18:00:00,340723.0,148.707263,9.178428,101518.9,20.59803,2005.0,2.0,10.0,18.0,2-10,41.0,8,False,False,False,0,,False,False
117,2005-02-11 00:00:00,340700.0,146.792674,9.27375,101621.8,18.49499,2005.0,2.0,11.0,0.0,2-11,42.0,8,False,False,False,0,,False,False
118,2005-02-11 06:00:00,340682.0,145.292673,9.114422,101453.4,18.14124,2005.0,2.0,11.0,6.0,2-11,42.0,8,False,False,False,0,,False,False
119,2005-02-11 12:00:00,341742.0,144.0,9.311952,101597.5,17.30532,2005.0,2.0,11.0,12.0,2-11,42.0,8,False,False,False,0,,False,False
120,2005-02-11 18:00:00,341730.0,142.5,9.571875,101459.2,21.47416,2005.0,2.0,11.0,18.0,2-11,42.0,8,False,False,False,0,,False,False
121,2005-02-12 00:00:00,,,,,,,,,,,,8,False,False,False,0,,False,False
122,2005-02-12 06:00:00,342773.0,139.292659,9.733189,101342.2,17.56042,2005.0,2.0,12.0,6.0,2-12,43.0,8,False,False,False,0,,False,False
123,2005-02-12 12:00:00,342760.0,138.207246,9.418039,101512.0,17.02909,2005.0,2.0,12.0,12.0,2-12,43.0,8,False,False,False,0,,False,False
124,2005-02-12 18:00:00,342741.0,137.25,9.026947,101330.2,20.94933,2005.0,2.0,12.0,18.0,2-12,43.0,8,False,False,False,0,,False,False
125,2005-02-13 00:00:00,344884.0,135.207233,10.065339,101426.0,25.71866,2005.0,2.0,13.0,0.0,2-13,44.0,8,False,False,False,0,,False,False
126,2005-02-13 06:00:00,213830.0,134.042756,9.238406,100958.5,23.54616,2005.0,2.0,13.0,6.0,2-13,44.0,8,False,False,False,0,,False,False
127,2005-02-13 12:00:00,213815.0,133.292752,8.948792,101357.7,19.87076,2005.0,2.0,13.0,12.0,2-13,44.0,8,False,True,False,0,,False,False
128,2005-02-11 00:00:00,210599.0,134.79274,7.492972,101570.0,19.74552,2005.0,2.0,11.0,0.0,2-11,42.0,9,True,False,False,0,,False,False
129,2005-02-11 06:00:00,209496.0,133.5,6.706145,101230.6,18.8308,2005.0,2.0,11.0,6.0,2-11,42.0,9,False,False,False,0,,False,False
130,2005-02-11 12:00:00,209486.0,132.542732,6.810542,101412.8,18.87081,2005.0,2.0,11.0,12.0,2-11,42.0,9,False,False,False,0,,False,False
131,2005-02-11 18:00:00,208392.0,131.25,6.633397,101382.1,16.62278,2005.0,2.0,11.0,18.0,2-11,42.0,9,False,False,False,0,,False,False
132,2005-02-12 00:00:00,208384.0,129.957317,6.922137,101071.5,22.36558,2005.0,2.0,12.0,0.0,2-12,43.0,9,False,False,False,0,,False,False
133,2005-02-12 06:00:00,,,,,,,,,,,,9,False,False,False,0,,False,False
134,2005-02-12 12:00:00,209421.0,126.75,7.839231,101366.7,20.10638,2005.0,2.0,12.0,12.0,2-12,43.0,9,False,False,False,0,,False,False
135,2005-02-12 18:00:00,209401.0,124.70732,8.040273,100808.4,25.89246,2005.0,2.0,12.0,18.0,2-12,43.0,9,False,False,False,0,,False,False
136,2005-02-13 00:00:00,210457.0,123.20732,8.356439,101129.4,25.7632,2005.0,2.0,13.0,0.0,2-13,44.0,9,False,False,False,0,,False,False
137,2005-02-13 06:00:00,209362.0,121.707317,8.139192,101234.6,21.35099,2005.0,2.0,13.0,6.0,2-13,44.0,9,False,False,False,0,,False,False
138,2005-02-13 12:00:00,208267.0,120.207314,7.794069,101335.8,20.90433,2005.0,2.0,13.0,12.0,2-13,44.0,9,False,True,False,0,,False,False
139,2005-02-12 06:00:00,74511.0,357.0,6.740835,101198.2,18.56866,2005.0,2.0,12.0,6.0,2-12,43.0,10,True,False,False,0,,False,False
140,2005-02-12 12:00:00,74481.0,354.75,6.515498,101387.5,18.01283,2005.0,2.0,12.0,12.0,2-12,43.0,10,False,False,False,0,,False,False
141,2005-02-12 18:00:00,75549.0,353.25,7.448599,101222.8,17.85418,2005.0,2.0,12.0,18.0,2-12,43.0,10,False,False,False,0,,False,False
142,2005-02-13 00:00:00,76614.0,351.75,8.165781,101268.0,19.81573,2005.0,2.0,13.0,0.0,2-13,44.0,10,False,False,False,0,,False,False
143,2005-02-13 06:00:00,77677.0,349.707285,8.857485,101131.0,22.30975,2005.0,2.0,13.0,6.0,2-13,44.0,10,False,False,False,0,,False,False
144,2005-02-13 12:00:00,77628.0,346.5,8.226876,100870.5,23.10041,2005.0,2.0,13.0,12.0,2-13,44.0,10,False,False,False,0,,False,False
145,2005-02-13 18:00:00,78706.0,345.207279,9.432749,100908.5,23.81867,2005.0,2.0,13.0,18.0,2-13,44.0,10,False,False,False,0,,False,False
146,2005-02-14 00:00:00,80848.0,343.707275,10.286692,101090.3,23.43577,2005.0,2.0,14.0,0.0,2-14,45.0,10,False,False,False,0,,False,False
147,2005-02-14 06:00:00,81913.0,342.207271,10.922804,100848.7,27.8488,2005.0,2.0,14.0,6.0,2-14,45.0,10,False,False,False,0,,False,False
148,2005-02-14 12:00:00,81901.0,340.707267,11.344085,101472.3,19.3704,2005.0,2.0,14.0,12.0,2-14,45.0,10,False,False,False,0,,False,False
149,2005-02-14 18:00:00,82962.0,339.75,11.473462,101124.2,18.13648,2005.0,2.0,14.0,18.0,2-14,45.0,10,False,False,False,0,,False,False
150,2005-02-15 00:00:00,84027.0,338.25,12.062915,101491.1,20.1944,2005.0,2.0,15.0,0.0,2-15,46.0,10,False,False,False,0,,False,False
151,2005-02-15 06:00:00,84011.0,336.542669,12.228689,101464.8,19.14657,2005.0,2.0,15.0,6.0,2-15,46.0,10,False,False,False,0,,False,False
152,2005-02-15 12:00:00,83992.0,334.707253,12.057663,101636.2,18.27827,2005.0,2.0,15.0,12.0,2-15,46.0,10,False,True,False,0,,False,False
153,2005-02-13 00:00:00,205508.0,71.042698,6.583366,101581.1,18.50208,2005.0,2.0,13.0,0.0,2-13,44.0,11,True,False,False,0,,False,False
154,2005-02-13 06:00:00,205489.0,69.207283,6.50822,101542.4,18.22209,2005.0,2.0,13.0,6.0,2-13,44.0,11,False,False,False,0,,False,False
155,2005-02-13 12:00:00,,,,,,,,,,,,11,False,False,False,0,,False,False
156,2005-02-13 18:00:00,206521.0,64.707277,7.468521,101079.4,27.87727,2005.0,2.0,13.0,18.0,2-13,44.0,11,False,False,False,0,,False,False
157,2005-02-14 00:00:00,207561.0,62.25,7.496423,101124.1,24.85459,2005.0,2.0,14.0,0.0,2-14,45.0,11,False,False,False,0,,False,False
158,2005-02-14 06:00:00,208673.0,64.292685,8.800876,101100.5,25.86797,2005.0,2.0,14.0,6.0,2-14,45.0,11,False,False,False,0,,False,False
159,2005-02-14 12:00:00,,,,,,,,,,,,11,False,False,False,0,,False,False
160,2005-02-14 18:00:00,207645.0,69.0,8.216986,101100.6,21.48629,2005.0,2.0,14.0,18.0,2-14,45.0,11,False,False,False,0,,False,False
161,2005-02-15 00:00:00,208705.0,66.957274,8.793773,101151.4,22.37502,2005.0,2.0,15.0,0.0,2-15,46.0,11,False,False,False,0,,False,False
162,2005-02-15 06:00:00,208680.0,65.25,8.680203,101348.7,20.39406,2005.0,2.0,15.0,6.0,2-15,46.0,11,False,False,False,0,,False,False
163,2005-02-15 12:00:00,208665.0,63.75,8.760981,100226.8,28.21073,2005.0,2.0,15.0,12.0,2-15,46.0,11,False,False,False,0,,False,False
164,2005-02-15 18:00:00,209720.0,62.042682,8.814735,101118.1,25.16524,2005.0,2.0,15.0,18.0,2-15,46.0,11,False,False,False,0,,False,False
165,2005-02-16 00:00:00,209697.0,60.0,8.937753,100965.9,27.0701,2005.0,2.0,16.0,0.0,2-16,47.0,11,False,False,False,0,,False,False
166,2005-02-16 06:00:00,209674.0,57.957266,8.464303,101158.3,24.90716,2005.0,2.0,16.0,6.0,2-16,47.0,11,False,False,False,0,,False,False
167,2005-02-16 12:00:00,209650.0,55.707264,8.532641,101201.6,21.86815,2005.0,2.0,16.0,12.0,2-16,47.0,11,False,False,False,0,,False,False
168,2005-02-16 18:00:00,208642.0,61.70727,8.420197,101423.6,21.75998,2005.0,2.0,16.0,18.0,2-16,47.0,11,False,False,False,0,,False,False
169,2005-02-17 00:00:00,209692.0,59.457267,8.598064,101300.4,22.51507,2005.0,2.0,17.0,0.0,2-17,48.0,11,False,False,False,0,,False,False
170,2005-02-17 06:00:00,209664.0,57.0,8.835261,101521.8,22.67519,2005.0,2.0,17.0,6.0,2-17,48.0,11,False,False,False,0,,False,False
171,2005-02-17 12:00:00,210711.0,54.75,8.778026,101324.9,20.75268,2005.0,2.0,17.0,12.0,2-17,48.0,11,False,False,False,0,,False,False
172,2005-02-17 18:00:00,210687.0,52.5,8.80111,101526.2,21.75952,2005.0,2.0,17.0,18.0,2-17,48.0,11,False,False,False,0,,False,False
173,2005-02-18 00:00:00,210659.0,50.042671,8.507908,101351.0,22.14867,2005.0,2.0,18.0,0.0,2-18,49.0,11,False,False,False,0,,False,False
174,2005-02-18 06:00:00,211709.0,47.792668,8.537962,101395.2,22.4368,2005.0,2.0,18.0,6.0,2-18,49.0,11,False,False,False,0,,False,False
175,2005-02-18 12:00:00,212764.0,45.207246,8.972114,100951.7,28.99407,2005.0,2.0,18.0,12.0,2-18,49.0,11,False,False,False,0,,False,False
176,2005-02-18 18:00:00,83718.0,42.75,9.026947,100973.5,29.24604,2005.0,2.0,18.0,18.0,2-18,49.0,11,False,False,False,0,,False,False
177,2005-02-19 00:00:00,82621.0,40.707336,9.15332,100849.2,26.36906,2005.0,2.0,19.0,0.0,2-19,50.0,11,False,False,False,0,,False,False
178,2005-02-19 06:00:00,83671.0,38.457337,9.615337,100875.7,32.16153,2005.0,2.0,19.0,6.0,2-19,50.0,11,False,False,False,0,,False,False
179,2005-02-19 12:00:00,83637.0,36.0,9.927668,100593.1,34.56389,2005.0,2.0,19.0,12.0,2-19,50.0,11,False,False,False,0,,False,False
180,2005-02-19 18:00:00,83618.0,34.292748,10.133824,100841.2,29.88155,2005.0,2.0,19.0,18.0,2-19,50.0,11,False,False,False,0,,False,False
181,2005-02-20 00:00:00,82513.0,31.707332,10.250096,100133.9,32.18806,2005.0,2.0,20.0,0.0,2-20,51.0,11,False,False,False,0,,False,False
182,2005-02-20 06:00:00,83559.0,29.25,10.98517,100908.6,31.34058,2005.0,2.0,20.0,6.0,2-20,51.0,11,False,False,False,0,,False,False
183,2005-02-20 12:00:00,83532.0,27.0,11.212369,99920.66,39.90438,2005.0,2.0,20.0,12.0,2-20,51.0,11,False,False,False,0,,False,False
